Type,Family id,Family name,Target id,Target name,Subunits,Target systematic name,Target abbreviated name,synonyms,HGNC id,HGNC symbol,HGNC name,Human genetic localisation,Human nucleotide RefSeq,Human protein RefSeq,Human SwissProt,Human Entrez Gene,RGD id,RGD symbol,RGD name,Rat genetic localisation,Rat nucleotide RefSeq,Rat protein RefSeq,Rat SwissProt,Rat Entrez Gene,MGI id,MGI symbol,MGI name,Mouse genetic localisation,Mouse nucleotide RefSeq,Mouse protein RefSeq,Mouse SwissProt,Mouse Entrez Gene
vgic,82,Voltage-gated sodium channels,579,Na<sub>v</sub>1.2,,,,"RII|Brain-II|Brain type-II|Rat-II|NaCh2|Scn2a1|sodium channel, voltage-gated, type II, alpha subunit|sodium channel, voltage gated, type II alpha subunit|sodium channel, voltage-gated, type II, alpha|sodium channel",10588,SCN2A,sodium voltage-gated channel alpha subunit 2,2q22-23,NM_001040143|NM_001040142,NP_001035233|NP_001035232,Q99250,6326,3632,Scn2a,sodium voltage-gated channel alpha subunit 2,3q24,NM_012647,NP_036779,P04775,24766,MGI:98248,Scn2a,"sodium channel, voltage-gated, type II, alpha",2 C1.3,NM_001099298,NP_001092768,,110876
vgic,82,Voltage-gated sodium channels,580,Na<sub>v</sub>1.3,,,,"Scn3a|Brain type III|sodium channel, voltage-gated, type III, alpha subunit|sodium channel, voltage gated, type III alpha subunit|sodium channel",10590,SCN3A,sodium voltage-gated channel alpha subunit 3,2q23-24,NM_006922,NP_008853,Q9NY46,6328,3635,Scn3a,sodium voltage-gated channel alpha subunit 3,3q21,NM_013119,NP_037251,P08104,497770,MGI:98249,Scn3a,"sodium channel, voltage-gated, type III, alpha",2 C1.3,NM_018732,NP_061202,,20269
vgic,82,Voltage-gated sodium channels,581,Na<sub>v</sub>1.4,,,,"&mu;1|SkM1|HYKPP|HYPP|microI|mu-1|NCHVS|sodium channel protein skeletal muscle subunit alpha|sodium channel protein type 4 subunit alpha|mH2|sodium channel, voltage-gated, type IV, alpha subunit|sodium channel, voltage gated, type IV alpha subunit|sodium channel",10591,SCN4A,sodium voltage-gated channel alpha subunit 4,17q23-25,NM_000334,NP_000325,P35499,6329,3636,Scn4a,sodium voltage-gated channel alpha subunit 4,10q32.1,NM_013178,NP_037310,P15390,25722,MGI:98250,Scn4a,"sodium channel, voltage-gated, type IV, alpha",11 E1,NM_133199,NP_573462,Q9ER60,110880
vgic,82,Voltage-gated sodium channels,582,Na<sub>v</sub>1.5,,,,"cardiac sodium channel|Skm2|SkMII|sodium channel protein type 5|sodium channel, voltage-gated, type V, alpha subunit|sodium channel, voltage gated, type V alpha subunit|sodium channel",10593,SCN5A,sodium voltage-gated channel alpha subunit 5,3p21,NM_001099405|NM_001099404|NM_000335|NM_198056|NM_001160160|NM_001160161,NP_001092875|NP_001092874|NP_932173|NP_000326|NP_001153632|NP_001153633,Q14524,6331,3637,Scn5a,sodium voltage-gated channel alpha subunit 5,8q32,NM_013125,NP_037257,P15389,25665,MGI:98251,Scn5a,"sodium channel, voltage-gated, type V, alpha",9 F3-F4,NM_021544,NP_067519,Q9JJV9,20271
vgic,82,Voltage-gated sodium channels,583,Na<sub>v</sub>1.6,,,,"CerIII|NaCh6|PN4|MED|peripheral nerve protein type 4|sodium channel 6|sodium channel protein type 8 subunit alpha|ataxia 3|mnd2|nur14|seal|dmu|sodium channel, voltage gated, type VIII, alpha subunit|sodium channel, voltage gated, type VIII alpha subunit|sodium channel",10596,SCN8A,sodium voltage-gated channel alpha subunit 8,12q13,NM_014191,NP_055006,Q9UQD0,6334,3638,Scn8a,sodium voltage-gated channel alpha subunit 8,7q36,NM_019266,NP_062139,O88420,29710,MGI:103169,Scn8a,"sodium channel, voltage-gated, type VIII, alpha",15 F1,NM_001077499,NP_001070967,Q9WTU3,20273
vgic,82,Voltage-gated sodium channels,584,Na<sub>v</sub>1.7,,,,"hNE-Na|Nas|PN1|ETHA|NENA|NE-NA|peripheral sodium channel 1|sodium channel protein type 9 subunit alpha|sodium channel, voltage-gated, type IX, alpha subunit|sodium channel, voltage gated, type IX alpha subunit|sodium channel",10597,SCN9A,sodium voltage-gated channel alpha subunit 9,2q24,NM_002977,NP_002968,Q15858,6335,69368,Scn9a,sodium voltage-gated channel alpha subunit 9,3q21,NM_133289,NP_579823,O08562,78956,MGI:107636,Scn9a,"sodium channel, voltage-gated, type IX, alpha",2 C1.3,NM_001290674,NP_001277603,Q62205,20274
vgic,82,Voltage-gated sodium channels,585,Na<sub>v</sub>1.8,,,,"PN3|SNS|hPN3|peripheral nerve sodium channel 3|sensory neuron sodium channel|sodium channel protein type 10 subunit alpha|sodium channel, voltage-gated, type X, alpha subunit|sodium channel, voltage gated, type X alpha subunit|sodium channel",10582,SCN10A,sodium voltage-gated channel alpha subunit 10,3p22-p21,NM_006514,NP_006505,Q9Y5Y9,6336,3629,Scn10a,sodium voltage-gated channel alpha subunit 10,8q32,NM_017247,NP_058943,Q62968,29571,MGI:108029,Scn10a,"sodium channel, voltage-gated, type X, alpha",9 F4,NM_009134,NP_033160,Q6QIY3,20264
vgic,82,Voltage-gated sodium channels,586,Na<sub>v</sub>1.9,,,,"NaN|SNS2|SCN12A|sensory neuron sodium channel 2|sodium channel protein type 11 subunit alpha|NaT|NSS2|sodium channel, voltage-gated, type XI, alpha subunit|sodium channel, voltage gated, type XI alpha subunit|sodium channel",10583,SCN11A,sodium voltage-gated channel alpha subunit 11,3p24-p21,NM_014139,NP_054858,Q9UI33,11280,3630,Scn11a,sodium voltage-gated channel alpha subunit 11,8q32,NM_019265,NP_062138,O88457,29701,MGI:1345149,Scn11a,"sodium channel, voltage-gated, type XI, alpha",9 F3-F4,NM_011887,NP_036017,Q9R053,24046
lgic,68,5-HT<sub>3</sub> receptors,378,5-HT<sub>3</sub>AB,5-HT3A|5-HT3B,,,5-HT<sub>3A/B</sub>,,,,,,,,,,,,,,,,,,,,,,,,
lgic,68,5-HT<sub>3</sub> receptors,379,5-HT<sub>3</sub>A,5-HT3A,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgic,68,5-HT<sub>3</sub> receptors,373,5-HT3A,,,,"5-HT3R|5-HT3 receptor|5-hydroxytryptamine receptor 3|5-hydroxytryptamine receptor 3A|serotonin-gated ion channel receptor|5-hydroxytryptamine (serotonin) receptor 3A, ionotropic",5297,HTR3A,5-hydroxytryptamine receptor 3A,11q23.1,NM_000869|NM_213621,NP_000860|NP_998786,P46098,3359,61818,Htr3a,5-hydroxytryptamine receptor 3A,8q23,NM_024394,NP_077370,P35563,79246,MGI:96282,Htr3a,5-hydroxytryptamine (serotonin) receptor 3A,9 A5.3,NM_013561|NM_001099644,NP_038589|NP_001093114,P23979,15561
lgic,68,5-HT<sub>3</sub> receptors,374,5-HT3B,,,,"serotonin receptor 3B|5-HT3 receptor subunit B|5-hydroxytryptamine (serotonin) receptor 3B, ionotropic",5298,HTR3B,5-hydroxytryptamine receptor 3B,11q23.1,NM_006028,NP_006019,O95264,9177,61820,Htr3b,5-hydroxytryptamine receptor 3B,8q23,NM_022189,NP_071525,Q9JJ16,58963,MGI:1861899,Htr3b,5-hydroxytryptamine (serotonin) receptor 3B,9 B,NM_020274,NP_064670,Q9JHJ5,57014
lgic,68,5-HT<sub>3</sub> receptors,375,5-HT3C,,,,"5-hydroxytryptamine (serotonin) receptor 3C, ionotropic",24003,HTR3C,5-hydroxytryptamine receptor 3C,3q27.1,NM_130770,NP_570126,Q8WXA8,170572,,,,,,,,,,,,,,,,
lgic,68,5-HT<sub>3</sub> receptors,376,5-HT3D,,,,"5-hydroxytryptamine (serotonin) receptor 3D, ionotropic",24004,HTR3D,5-hydroxytryptamine receptor 3D,3q27.1,NM_182537,NP_872343,Q70Z44,200909,,,,,,,,,,,,,,,,
lgic,68,5-HT<sub>3</sub> receptors,377,5-HT3E,,,,"HTR3C1long|5-hydroxytryptamine (serotonin) receptor 3E, ionotropic",24005,HTR3E,5-hydroxytryptamine receptor 3E,3q27.1,NM_182589,NP_872395,A5X5Y0,285242,,,,,,,,,,,,,,,,
lgic,118,Acid-sensing (proton-gated) ion channels (ASICs),684,ASIC1,,,,"BNaC2|ACCN2|amiloride-sensitive cation channel 2, neuronal|acid-sensing ion channel 1|brain sodium channel 2|ASIC1 beta|ASICalpha|acid-sensing (proton-gated) ion channel 1|acid sensing (proton gated) ion channel 1",100,ASIC1,acid sensing ion channel subunit 1,12q12,,,P78348,41,71062,Asic1,acid sensing ion channel subunit 1,7q36,,,P55926,79123,MGI:1194915,Asic1,acid-sensing (proton-gated) ion channel 1,15 F3,,,Q6NXK8,11419
lgic,118,Acid-sensing (proton-gated) ion channels (ASICs),685,ASIC2,,,,"BNaC1|BNC1|ACCN|ACCN1|ASIC2a|amiloride-sensitive cation channel 1, neuronal|degenerin|acid-sensing ion channel 2|amiloride-sensitive brain sodium channel 2|amiloride-sensitive cation channel 1|BNC1k|brain sodium channel 1|BNaC1a|acid-sensing (proton-gated) ion channel 2|acid sensing (proton gated) ion channel 2",99,ASIC2,acid sensing ion channel subunit 2,17q11.2-q12,,,Q16515,40,2017,Asic2,acid sensing ion channel subunit 2,10q26,,,Q62962,25364,MGI:1100867,Asic2,acid-sensing (proton-gated) ion channel 2,11 B5,,,Q925H0,11418
lgic,118,Acid-sensing (proton-gated) ion channels (ASICs),686,ASIC3,,,,"DRASIC|TNaC1|ACCN3|amiloride-sensitive cation channel 3, testis|testis sodium channel 1|acid sensing ion channel 3|dorsal root ASIC|acid-sensing (proton-gated) ion channel 3|acid sensing (proton gated) ion channel 3",101,ASIC3,acid sensing ion channel subunit 3,7q35,,,Q9UHC3,9311,708578,Asic3,acid sensing ion channel subunit 3,4q11,,,O35240,286920,MGI:2159339,Asic3,acid-sensing (proton-gated) ion channel 3,5 A3,,,Q6X1Y6,171209
lgic,122,Epithelial sodium channel (ENaC),742,ENaC&alpha;&beta;&gamma;,ENaC &alpha;|ENaC &beta;|ENaC &gamma;,,,,,,,,,,,,,,,,,,,,,,,,,,,
lgic,122,Epithelial sodium channel (ENaC),738,ENaC &alpha;,,,,"SCNN1|alpha-ENaC|amiloride-sensitive sodium channel subunit alpha|epithelial Na(+) channel subunit alpha|epithelial sodium channel alpha subunit|nonvoltage-gated sodium channel 1 subunit alpha|SCNEA|ENaC alpha|sodium channel, non-voltage-gated 1 alpha subunit|sodium channel, non voltage gated 1 alpha subunit|sodium channel",10599,SCNN1A,sodium channel epithelial 1 alpha subunit,12p13,,,P37088,6337,3639,Scnn1a,sodium channel epithelial 1 alpha subunit,4q42,,,Q9Z2W4,25122,MGI:101782,Scnn1a,"sodium channel, nonvoltage-gated 1 alpha",6 F3,,,Q61180,20276
lgic,122,Epithelial sodium channel (ENaC),739,ENaC &beta;,,,,"ENaCbeta|beta-ENaC|beta-NaCH|epithelial Na(+) channel subunit beta|RNENACB|SCNEB|ENaC beta|sodium channel, non-voltage-gated 1, beta subunit|sodium channel, non voltage gated 1 beta subunit|sodium channel",10600,SCNN1B,sodium channel epithelial 1 beta subunit,16p12.2-p12.1,,,P51168,6338,3640,Scnn1b,sodium channel epithelial 1 beta subunit,1q36-q41,,,P37090,24767,MGI:104696,Scnn1b,"sodium channel, nonvoltage-gated 1 beta",7 F2,,,Q9WU38,20277
lgic,122,Epithelial sodium channel (ENaC),741,ENaC &gamma;,,,,"SCNEG|amiloride sensitive sodium channel gamma1 subunit|ENaC|epithelial Na(+) channel subunit gamma|epithelial sodium channel gamma subunit|gamma-ENaC|gamma-NaCH|ENaC gamma|sodium channel, non-voltage-gated 1, gamma subunit|sodium channel, non voltage gated 1 gamma subunit|sodium channel",10602,SCNN1G,sodium channel epithelial 1 gamma subunit,16p12,,,P51170,6340,3641,Scnn1g,sodium channel epithelial 1 gamma subunit,1q36-q41,,,P37091,24768,MGI:104695,Scnn1g,"sodium channel, nonvoltage-gated 1 gamma",7 F2,,,Q9WU39,20278
lgic,122,Epithelial sodium channel (ENaC),740,ENaC &delta;,,,,"dNaCh|ENaCdelta|sodium channel, non-voltage-gated 1, delta subunit|sodium channel, non voltage gated 1 delta subunit",10601,SCNN1D,sodium channel epithelial 1 delta subunit,1p36.3-p36.2,,,P51172,6339,,,,,,,,,,,,,,,,
lgic,72,GABA<sub>A</sub> receptors,404,GABA<sub>A</sub> receptor &alpha;1 subunit,,,,"EJM5|gamma-aminobutyric acid receptor subunit alpha-1|Gabra-1|gamma-aminobutyric acid (GABA) A receptor, alpha 1|gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1|gamma-aminobutyric acid (GABA) A receptor",4075,GABRA1,gamma-aminobutyric acid type A receptor alpha1 subunit,5q34-q35,NM_000806,NP_000797,P14867,2554,61855,Gabra1,gamma-aminobutyric acid type A receptor alpha1 subunit,10q21,NM_183326,NP_899155,P62813,29705,MGI:95613,Gabra1,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1",11 A5,NM_010250,NP_034380,P62812,14394
lgic,72,GABA<sub>A</sub> receptors,405,GABA<sub>A</sub> receptor &alpha;2 subunit,,,,"gamma-aminobutyric acid receptor subunit alpha-2|Gabra-2|gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2|gamma-aminobutyric acid (GABA) A receptor",4076,GABRA2,gamma-aminobutyric acid type A receptor alpha2 subunit,4p12,NM_000807,NP_000798,P47869,2555,61856,Gabra2,gamma-aminobutyric acid type A receptor alpha2 subunit,14,NM_001135779,NP_001129251,P23576,29706,MGI:95614,Gabra2,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 2",5 C3.1,NM_008066,NP_032092,P26048,14395
lgic,72,GABA<sub>A</sub> receptors,406,GABA<sub>A</sub> receptor &alpha;3 subunit,,,,"gamma-aminobutyric acid receptor subunit alpha-3|Gabra-3|gamma-aminobutyric acid (GABA) A receptor, alpha 3|gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3|gamma-aminobutyric acid (GABA) A receptor",4077,GABRA3,gamma-aminobutyric acid type A receptor alpha3 subunit,Xq28,NM_000808,NP_000799,P34903,2556,2648,Gabra3,gamma-aminobutyric acid type A receptor alpha3 subunit,Xq37,NM_017069,NP_058765,P20236,24947,MGI:95615,Gabra3,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 3",X A7.3,NM_008067,NP_032093,P26049,14396
lgic,72,GABA<sub>A</sub> receptors,407,GABA<sub>A</sub> receptor &alpha;4 subunit,,,,"gamma-aminobutyric acid receptor subunit alpha-4|Gabra-4|gamma-aminobutyric acid (GABA) A receptor, alpha 4|gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4|gamma-aminobutyric acid (GABA) A receptor",4078,GABRA4,gamma-aminobutyric acid type A receptor alpha4 subunit,4p12,NM_000809,NP_000800,P48169,2557,621670,Gabra4,gamma-aminobutyric acid type A receptor alpha4 subunit,14p11,NM_080587,NP_542154,P28471,140675,MGI:95616,Gabra4,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 4",5 C3.2,NM_010251,NP_034381,Q9D6F4,14397
lgic,72,GABA<sub>A</sub> receptors,408,GABA<sub>A</sub> receptor &alpha;5 subunit,,,,"gamma-aminobutyric acid receptor subunit alpha-5|gamma-aminobutyric acid (GABA) A receptor, alpha 5|gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5|gamma-aminobutyric acid (GABA) A receptor",4079,GABRA5,gamma-aminobutyric acid type A receptor alpha5 subunit,15q11.2-q12,NM_000810,NP_000801,P31644,2558,61859,Gabra5,gamma-aminobutyric acid type A receptor alpha 5 subunit,1q22,NM_017295,NP_058991,P19969,29707,MGI:95617,Gabra5,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 5",7 C,NM_176942,NP_795916,Q8BHJ7,110886
lgic,72,GABA<sub>A</sub> receptors,409,GABA<sub>A</sub> receptor &alpha;6 subunit,,,,"gamma-aminobutyric acid receptor subunit alpha-6|Gabra-6|gamma-aminobutyric acid (GABA) A receptor, alpha 6|gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6|gamma-aminobutyric acid (GABA) A receptor",4080,GABRA6,gamma-aminobutyric acid type A receptor alpha6 subunit,5q34,NM_000811,NP_000802,Q16445,2559,61861,Gabra6,gamma-aminobutyric acid type A receptor alpha 6 subunit,10q21,NM_021841,NP_068613,P30191,29708,MGI:95618,Gabra6,"gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6",11 A5,NM_001099641,NP_001093111,P16305,14399
lgic,72,GABA<sub>A</sub> receptors,410,GABA<sub>A</sub> receptor &beta;1 subunit,,,,"gamma-aminobutyric acid receptor subunit beta-1|Gabrb-1|gamma-aminobutyric acid (GABA) A receptor, beta 1|gamma-aminobutyric acid (GABA) A receptor, subunit beta 1|gamma-aminobutyric acid (GABA) A receptor",4081,GABRB1,gamma-aminobutyric acid type A receptor beta1 subunit,4p12,NM_000812,NP_000803,P18505,2560,2649,Gabrb1,gamma-aminobutyric acid type A receptor beta 1 subunit,14p11,NM_012956,NP_037088,P15431,25450,MGI:95619,Gabrb1,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 1",5 C3.2,NM_008069,NP_032095,P50571,14400
lgic,72,GABA<sub>A</sub> receptors,411,GABA<sub>A</sub> receptor &beta;2 subunit,,,,"Gabrb-2|gamma-aminobutyric acid receptor subunit beta-2|gamma-aminobutyric acid (GABA) A receptor, beta 2|gamma-aminobutyric acid (GABA) A receptor, subunit beta 2|gamma-aminobutyric acid (GABA) A receptor",4082,GABRB2,gamma-aminobutyric acid type A receptor beta2 subunit,5q34,NM_021911|NM_000813,NP_068711|NP_000804,P47870,2561,2650,Gabrb2,gamma-aminobutyric acid type A receptor beta 2 subunit,10q21,NM_012957,NP_037089,P63138,25451,MGI:95620,Gabrb2,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 2",11 A5,NM_008070,NP_032096,P63137,14401
lgic,72,GABA<sub>A</sub> receptors,412,GABA<sub>A</sub> receptor &beta;3 subunit,,,,"gamma-aminobutyric acid receptor subunit beta-3|Gabrb-3|Cp1|gamma-aminobutyric acid (GABA) A receptor, beta 3|gamma-aminobutyric acid (GABA) A receptor, subunit beta 3|gamma-aminobutyric acid (GABA) A receptor",4083,GABRB3,gamma-aminobutyric acid type A receptor beta3 subunit,15q11.2-q12,NM_000814|NM_021912,NP_000805|NP_068712,P28472,2562,2651,Gabrb3,gamma-aminobutyric acid type A receptor beta 3 subunit,1q22,NM_017065,NP_058761,P63079,24922,MGI:95621,Gabrb3,"gamma-aminobutyric acid (GABA) A receptor, subunit beta 3",7 C,NM_008071,NP_032097,P63080,14402
lgic,72,GABA<sub>A</sub> receptors,413,GABA<sub>A</sub> receptor &gamma;1 subunit,,,,"GABA(A) receptor subunit gamma-1|gamma-aminobutyric acid (GABA) A receptor, gamma 1|gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1|gamma-aminobutyric acid (GABA) A receptor",4086,GABRG1,gamma-aminobutyric acid type A receptor gamma1 subunit,4p12,NM_173536,NP_775807,Q8N1C3,2565,621732,Gabrg1,gamma-aminobutyric acid type A receptor gamma 1 subunit,14p11,NM_080586,NP_542153,P23574,140674,MGI:103156,Gabrg1,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 1",5 C3.1,NM_010252,NP_034382,Q9R0Y8,14405
lgic,72,GABA<sub>A</sub> receptors,414,GABA<sub>A</sub> receptor &gamma;2 subunit,,,,"CAE2|ECA2|Gabrg-2|GEFSP3|gamma-aminobutyric acid receptor subunit gamma-2|gamma-aminobutyric acid (GABA) A receptor, gamma 2|gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2|gamma-aminobutyric acid (GABA) A receptor",4087,GABRG2,gamma-aminobutyric acid type A receptor gamma2 subunit,5q31.1-q33.1,NM_198904,NP_944494,P18507,2566,61966,Gabrg2,gamma-aminobutyric acid type A receptor gamma 2 subunit,10q21,NM_183327,NP_899156,P18508,29709,MGI:95623,Gabrg2,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 2",11 A5,NM_008073,NP_032099,P22723,14406
lgic,72,GABA<sub>A</sub> receptors,415,GABA<sub>A</sub> receptor &gamma;3 subunit,,,,"GABRG-3|GABA(A) receptor subunit gamma-3|gamma-aminobutyric acid (GABA) A receptor, gamma 3|gamma-aminobutyric acid (GABA) A receptor",4088,GABRG3,gamma-aminobutyric acid type A receptor gamma3 subunit,15q12,NM_033223,NP_150092,Q99928,2567,621735,Gabrg3,gamma-aminobutyric acid type A receptor gamma 3 subunit,1q22,NM_024370,NP_077346,P28473,79211,MGI:95624,Gabrg3,"gamma-aminobutyric acid (GABA) A receptor, subunit gamma 3",7 C,NM_008074,NP_032100,P27681,14407
lgic,72,GABA<sub>A</sub> receptors,416,GABA<sub>A</sub> receptor &delta; subunit,,,,"GABAA receptor delta subunit|gamma-aminobutyric acid (GABA) A receptor, delta|gamma-aminobutyric acid (GABA) A receptor, subunit delta|gamma-aminobutyric acid (GABA) A receptor",4084,GABRD,gamma-aminobutyric acid type A receptor delta subunit,1p36.3,NM_000815,NP_000806,O14764,2563,61901,Gabrd,gamma-aminobutyric acid type A receptor delta subunit,5q36,NM_017289,NP_058985,P18506,29689,MGI:95622,Gabrd,"gamma-aminobutyric acid (GABA) A receptor, subunit delta",4 E2,NM_008072,NP_032098,P22933,14403
lgic,72,GABA<sub>A</sub> receptors,417,GABA<sub>A</sub> receptor &epsilon; subunit,,,,"GABA(A) receptor subunit epsilon|gamma-aminobutyric acid (GABA) A receptor, epsilon|gamma-aminobutyric acid (GABA) A receptor, subunit epsilon|gamma-aminobutyric acid (GABA) A receptor",4085,GABRE,gamma-aminobutyric acid type A receptor epsilon subunit,Xq28,NM_004961,NP_004952,P78334,2564,68320,Gabre,gamma-aminobutyric acid type A receptor epsilon subunit,Xq37,NM_023091,NP_075579,Q9ES14,65191,MGI:1330235,Gabre,"gamma-aminobutyric acid (GABA) A receptor, subunit epsilon",X A7.3,NM_017369,NP_059065,,14404
lgic,72,GABA<sub>A</sub> receptors,418,GABA<sub>A</sub> receptor &theta; subunit,,,,"gamma-aminobutyric acid receptor subunit theta|gamma-aminobutyric acid (GABA) A receptor, theta|gamma-aminobutyric acid (GABA) A receptor, subunit theta|gamma-aminobutyric acid (GABA) A receptor",14454,GABRQ,gamma-aminobutyric acid type A receptor theta subunit,Xq28,NM_018558,NP_061028,Q9UN88,55879,68331,Gabrq,gamma-aminobutyric acid type A receptor theta subunit,Xq37,NM_031733,NP_113921,,65187,MGI:1888498,Gabrq,"gamma-aminobutyric acid (GABA) A receptor, subunit theta",X A6,NM_020488,NP_065234,Q9JLF1,57249
lgic,72,GABA<sub>A</sub> receptors,419,GABA<sub>A</sub> receptor &pi; subunit,,,,"GABA(A) receptor subunit pi|gamma-aminobutyric acid (GABA-A) receptor, pi|gamma-aminobutyric acid (GABA) A receptor",4089,GABRP,gamma-aminobutyric acid type A receptor pi subunit,5q33-q34,NM_014211,NP_055026,O00591,2568,620532,Gabrp,gamma-aminobutyric acid type A receptor pi subunit,10q12,NM_031029,NP_112291,O09028,81658,MGI:2387597,Gabrp,"gamma-aminobutyric acid (GABA) A receptor, pi",11 A4,NM_146017,NP_666129,Q8QZW7,216643
lgic,72,GABA<sub>A</sub> receptors,420,GABA<sub>A</sub> receptor &rho;1 subunit,,,,"GABA(A) receptor subunit rho-1|gamma-aminobutyric acid (GABA) A receptor, rho 1|gamma-aminobutyric acid (GABA) C receptor, subunit rho 1|gamma-aminobutyric acid (GABA) C receptor",4090,GABRR1,gamma-aminobutyric acid type A receptor rho1 subunit,6q13-q16.3,NM_002042,NP_002033,P24046,2569,61900,Gabrr1,gamma-aminobutyric acid type A receptor rho 1 subunit,5q21,NM_017291,NP_058987,P50572,29694,MGI:95625,Gabrr1,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 1",4 A5,NM_008075,NP_032101,P56475,14408
lgic,72,GABA<sub>A</sub> receptors,421,GABA<sub>A</sub> receptor &rho;2 subunit,,,,"GABA(A) receptor subunit rho-2|gamma-aminobutyric acid receptor subunit rho-2|gamma-aminobutyric acid (GABA) A receptor, rho 2|gamma-aminobutyric acid (GABA) C receptor, subunit rho 2|gamma-aminobutyric acid (GABA) C receptor",4091,GABRR2,gamma-aminobutyric acid type A receptor rho2 subunit,6q13-q16.3,NM_002043,NP_002034,P28476,2570,61902,Gabrr2,gamma-aminobutyric acid type A receptor rho 2 subunit,5q21,NM_017292,NP_058988,P47742,29695,MGI:95626,Gabrr2,"gamma-aminobutyric acid (GABA) C receptor, subunit rho 2",4 A5,NM_008076,NP_032102,P56476,14409
lgic,72,GABA<sub>A</sub> receptors,422,GABA<sub>A</sub> receptor &rho;3 subunit,,,,"GABA(A) receptor subunit rho-3|gamma-aminobutyric acid (GABA) A receptor, rho 3|gamma-aminobutyric acid (GABA) A receptor, rho 3 (gene/pseudogene)|gamma-aminobutyric acid (GABA) A receptor|gamma-aminobutyric acid (GABA) receptor",17969,GABRR3,gamma-aminobutyric acid type A receptor rho3 subunit (gene/pseudogene),3q11.2,NM_001105580,NP_001099050,A8MPY1,200959,621564,Gabrr3,gamma-aminobutyric acid type A receptor rho3 subunit,11q12,NM_138897,NP_620252,P50573,192258,MGI:3588203,Gabrr3,"gamma-aminobutyric acid (GABA) receptor, rho 3",16 C1.3,NM_001081190,NP_001074659,,328699
lgic,73,Glycine receptors,423,glycine receptor &alpha;1 subunit,,,,GLYRA1|glycine receptor strychnine-binding subunit|STHE|glycine receptor,4326,GLRA1,glycine receptor alpha 1,5q32,NM_000171,NP_000162,P23415,2741,2704,Glra1,"glycine receptor, alpha 1",10q22,NM_013133,NP_037265,P07727,25674,MGI:95747,Glra1,"glycine receptor, alpha 1 subunit",11 B1.3,NM_020492,NP_065238,Q64018,14654
lgic,73,Glycine receptors,424,glycine receptor &alpha;2 subunit,,,,"GLR|Glycine receptor alpha 2 subunit (glycine receptor neonatal)|glycine receptor strychnine-binding subunit|RNNEOGLY|glycine receptor, alpha 2|glycine receptor",4327,GLRA2,glycine receptor alpha 2,Xp22.1-p21.3,NM_002063,NP_002054,P23416,2742,2705,Glra2,"glycine receptor, alpha 2",Xq21,NM_012568,NP_036700,P22771,24397,MGI:95748,Glra2,"glycine receptor, alpha 2 subunit",X F5,NM_183427,NP_906272,Q7TNC8,237213
lgic,73,Glycine receptors,425,glycine receptor &alpha;3 subunit,,,,glycine receptor,4328,GLRA3,glycine receptor alpha 3,4q33-q34,NM_006529,NP_006520,O75311,8001,621229,Glra3,"glycine receptor, alpha 3",16p11,NM_053724,NP_446176,P24524,114516,MGI:95749,Glra3,"glycine receptor, alpha 3 subunit",8 B2,NM_080438,NP_536686,Q91XP5,110304
lgic,73,Glycine receptors,426,glycine receptor &alpha;4 subunit <i>(pseudogene in humans)</i>,,,,glycine receptor,31715,GLRA4,glycine receptor alpha 4,Xq22.2,NM_001024452,NP_001019623,Q5JXX5,441509,1564103,Glra4,"glycine receptor, alpha 4",Xq35,NM_001191914,NP_001178843,,367912,MGI:95750,Glra4,"glycine receptor, alpha 4 subunit",X F1,NM_010297,NP_034427,Q61603,14657
lgic,73,Glycine receptors,427,glycine receptor &beta; subunit,,,,spa|glycine receptor,4329,GLRB,glycine receptor beta,4q31.3,NM_000824,NP_000815,P48167,2743,2706,Glrb,"glycine receptor, beta",2q33,NM_053296,NP_445748,P20781,25456,MGI:95751,Glrb,"glycine receptor, beta subunit",3 36.0 cM,NM_010298,NP_034428,P48168,14658
lgic,73,Glycine receptors,428,Glycine Receptor (All subtypes),,,,,,,,,,,,,,,,,,,,,,,,,,,,
